k_train,feature_set,ensemble,domain,N,Accuracy,F1,Kappa,QWK,Directional Accuracy,Directional Macro-F1,Spearman_Rho
7,Embedding,Mean (50/50),coping,883,0.3827859569648924,0.2707042068229807,0.1355484341487424,0.31291626979561193,0.6489241223103058,0.4405888278378627,-0.02161492644857679
7,Embedding,Mean (50/50),quitting,883,0.3488108720271801,0.2307164794265574,0.09713059219768616,0.30974596854903336,0.6308040770101925,0.40509629929085184,-0.1372279581422033
7,Embedding,RF-anchor 70/30,content,883,0.3635334088335221,0.2181741483689763,0.058463932000151875,0.16485804406556936,0.6738391845979615,0.3602264752791069,-0.01848359101048844
7,Embedding,RF-anchor 70/30,coping,883,0.3578708946772367,0.2664337410925689,0.10844928965991307,0.2435099651750242,0.6070215175537939,0.39763019809683037,-0.01576188713827258
7,Embedding,RF-anchor 70/30,quitting,883,0.3057757644394111,0.22225593912630112,0.03716820770793394,0.2414834631943028,0.6024915062287656,0.3823795626612528,-0.12365739027332058
7,Embedding,LLM-anchor 30/70,content,883,0.46998867497168745,0.28739632117928293,0.216156236129605,0.33241210180561387,0.6919592298980748,0.3902984622256604,-0.005376344086021509
7,Embedding,LLM-anchor 30/70,coping,883,0.4110985277463194,0.3082378191069106,0.19042959279927352,0.43682273930480353,0.6545866364665912,0.4868249884128408,0.0071400248482731445
7,Embedding,LLM-anchor 30/70,quitting,883,0.40203850509626277,0.2906127438082519,0.18057957565276084,0.464553574596972,0.6489241223103058,0.4695761490369336,-0.017071796769724496
7,Embedding+Demo,RF only,content,883,0.3567383918459796,0.2218897184228063,0.05275762165755704,0.08056773476735013,0.6466591166477916,0.36136024836636643,-0.05240385462674624
7,Embedding+Demo,RF only,coping,883,0.3171007927519819,0.22910400967954353,0.05173820124666062,0.11719617862697174,0.5741789354473387,0.3539173236776986,0.012913568756164968
7,Embedding+Demo,RF only,quitting,883,0.2944507361268403,0.21080380272711494,0.014388863009280883,0.07953112356847625,0.5900339750849377,0.3635263662311086,-0.07175776103271347
7,Embedding+Demo,LLM only,content,883,0.4983012457531144,0.3327292110730605,0.26758213672509135,0.40304626064242177,0.7202718006795017,0.4934726852454004,0.06142260495606406
7,Embedding+Demo,LLM only,coping,883,0.43261608154020387,0.3696076041613433,0.23033307120040636,0.5081015372245726,0.6579841449603624,0.5272029735979392,0.06044360193736455
7,Embedding+Demo,LLM only,quitting,883,0.4575311438278596,0.4048738018164263,0.26661892558286326,0.5595275667737477,0.6976217440543602,0.5675786828463774,0.09234430878768221
7,Embedding+Demo,Mean (50/50),content,883,0.3929784824462061,0.227893491004159,0.09920252754991354,0.2118110838667837,0.6964892412231031,0.3704468701038681,-0.0717427090823001
7,Embedding+Demo,Mean (50/50),coping,883,0.3884484711211778,0.2678733010650863,0.1418189148280199,0.31461809863224244,0.6511891279728199,0.4330162409258455,0.02099952955954743
7,Embedding+Demo,Mean (50/50),quitting,883,0.3488108720271801,0.2338276227877114,0.09609865694387087,0.3067586134070377,0.6296715741789355,0.3952690605216113,-0.13745502614980531
7,Embedding+Demo,RF-anchor 70/30,content,883,0.36919592298980747,0.227757784071026,0.06654659191412315,0.17809452039383755,0.6761041902604756,0.36953301405128647,-0.032938559686870025
7,Embedding+Demo,RF-anchor 70/30,coping,883,0.3420158550396376,0.2444529175497303,0.0845168946349385,0.2769493672592014,0.6058890147225368,0.3795042256577498,0.05378510943370385
7,Embedding+Demo,RF-anchor 70/30,quitting,883,0.3012457531143828,0.21814080245701334,0.029770554629510948,0.24211901451748352,0.5934314835787089,0.3620894624935607,-0.06301690051240857
7,Embedding+Demo,LLM-anchor 30/70,content,883,0.4563986409966025,0.28340310766939253,0.19840983150795566,0.34540827389801,0.6930917327293318,0.4046274379120027,0.01245992106986075
7,Embedding+Demo,LLM-anchor 30/70,coping,883,0.4088335220838052,0.30757689906246677,0.18620816288336894,0.4246611471872517,0.6500566251415628,0.47641677178994807,-0.008790500745857046
7,Embedding+Demo,LLM-anchor 30/70,quitting,883,0.4144960362400906,0.3103036250605461,0.19887582084732847,0.47672573646078265,0.6613816534541337,0.4887308698788691,0.03612600029336735
7,Demographics + History + Message Embedding,RF only,content,883,0.38391845979614947,0.2541739781706303,0.09510963755557222,0.17870059527929671,0.6602491506228766,0.3885042688791775,-0.07029137097789888
7,Demographics + History + Message Embedding,RF only,coping,883,0.3635334088335221,0.26150336822143233,0.1157586005976361,0.2115678395481888,0.609286523216308,0.399215448925629,0.05131446402368293
7,Demographics + History + Message Embedding,RF only,quitting,883,0.34428086070215175,0.24590178236009655,0.09006336097960366,0.24555318810678217,0.6206115515288788,0.40822635044970895,-0.011411628856767704
7,Demographics + History + Message Embedding,LLM only,content,883,0.4983012457531144,0.3327292110730605,0.26758213672509135,0.40304626064242177,0.7202718006795017,0.4934726852454004,0.06142260495606406
7,Demographics + History + Message Embedding,LLM only,coping,883,0.43261608154020387,0.3696076041613433,0.23033307120040636,0.5081015372245726,0.6579841449603624,0.5272029735979392,0.06044360193736455
7,Demographics + History + Message Embedding,LLM only,quitting,883,0.4575311438278596,0.4048738018164263,0.26661892558286326,0.5595275667737477,0.6976217440543602,0.5675786828463774,0.09234430878768221
7,Demographics + History + Message Embedding,Mean (50/50),content,883,0.43261608154020387,0.26369231701319806,0.15836605634445922,0.2767737152884234,0.7032842582106456,0.39723983160515663,-0.02678892531736474
7,Demographics + History + Message Embedding,Mean (50/50),coping,883,0.3929784824462061,0.2696395899101283,0.15043421756471986,0.3536489631616624,0.6545866364665912,0.4445671665064061,0.0692143265927634
7,Demographics + History + Message Embedding,Mean (50/50),quitting,883,0.3895809739524349,0.28171752235568837,0.1581342776685014,0.38688567784795713,0.6500566251415628,0.4351823709343892,-0.04996624932198802
7,Demographics + History + Message Embedding,RF-anchor 70/30,content,883,0.39977349943374857,0.26396172625146375,0.11512172063342019,0.24916162046002588,0.681766704416761,0.39588930100219594,-0.04164557249290917
7,Demographics + History + Message Embedding,RF-anchor 70/30,coping,883,0.3793884484711212,0.27323091903950925,0.13829573158244346,0.3302610470895355,0.6308040770101925,0.4242281572904607,0.07072650291562309
7,Demographics + History + Message Embedding,RF-anchor 70/30,quitting,883,0.3567383918459796,0.2747062445668297,0.11302422478221053,0.35952931034232816,0.6251415628539071,0.41863272951161745,-0.012732934529629468
7,Demographics + History + Message Embedding,LLM-anchor 30/70,content,883,0.4813137032842582,0.30652656846699405,0.23621543116261567,0.37105003259817937,0.7021517553793885,0.43270347485701466,0.033293254403194104
7,Demographics + History + Message Embedding,LLM-anchor 30/70,coping,883,0.420158550396376,0.31544095709473147,0.2048235153408331,0.45766332316657765,0.6579841449603624,0.49604156779712577,0.08303252795430731
7,Demographics + History + Message Embedding,LLM-anchor 30/70,quitting,883,0.42242355605889015,0.3332959421213559,0.21347980997624705,0.5147706938084682,0.6625141562853907,0.4937674749631437,0.07728035434652056
