k_train,method_group,feature_set,model,domain,covered_n,Accuracy,F1,Kappa,QWK,Directional Accuracy,Directional Macro-F1,Spearman_Rho,N
0,Generic LLM,Few-shot,Grok-4-Fast,quitting,322,0.36024844720496896,0.2804061290903396,0.10064402413395701,0.23376496640768674,0.639751552795031,0.4036866715480474,-0.3333333333333333,322
0,Generic LLM,Zero-shot,DeepSeek-R1,content,322,0.30745341614906835,0.16371343648999045,-0.0013945834379269773,0.023075835293815183,0.5714285714285714,0.33575071279047375,-0.3333333333333333,322
0,Generic LLM,Zero-shot,DeepSeek-R1,coping,322,0.19875776397515527,0.14937673751233074,0.0022698612862547263,0.024242424242424288,0.2981366459627329,0.28796942505815887,-0.49999999999999994,322
0,Generic LLM,Zero-shot,DeepSeek-R1,quitting,322,0.13975155279503104,0.10751703077284473,-0.002359974826935174,0.04037427367930335,0.2360248447204969,0.2344338689774851,-0.19999999999999993,322
0,Generic LLM,Few-shot,DeepSeek-R1,content,322,0.3136645962732919,0.23529591166572975,0.043341488989863675,0.09253782328458038,0.531055900621118,0.3461226993594284,0.0,322
0,Generic LLM,Few-shot,DeepSeek-R1,coping,322,0.2111801242236025,0.1947944674606974,0.0002566954736031857,0.07489823609226576,0.391304347826087,0.32613115588331554,0.33333333333333326,322
0,Generic LLM,Few-shot,DeepSeek-R1,quitting,322,0.2857142857142857,0.2526801216580149,0.07772007820575089,0.10742586488457162,0.4813664596273292,0.3883040935672515,0.0,322
1,Generic LLM,Zero-shot,GPT-4o-mini,content,293,0.39590443686006827,0.14203544882790164,0.02951083498633933,0.030370308310991967,0.7508532423208191,0.32363835235041144,-0.9999999999999999,293
1,Generic LLM,Zero-shot,GPT-4o-mini,coping,293,0.27303754266211605,0.1490296631473102,0.009663905550794993,0.08711709170997683,0.4641638225255973,0.31997414593491347,-0.19999999999999998,293
1,Generic LLM,Zero-shot,GPT-4o-mini,quitting,293,0.310580204778157,0.18255861212061916,0.0515216102306052,0.0888956580233281,0.5733788395904437,0.36863852885787085,0.0,293
1,Generic LLM,Few-shot,GPT-4o-mini,content,293,0.3720136518771331,0.19582246932861805,0.011206279918566486,0.10573305489562823,0.7235494880546075,0.32491368487131195,-0.9999999999999999,293
1,Generic LLM,Few-shot,GPT-4o-mini,coping,293,0.2832764505119454,0.18361041587403953,0.04411993164517625,0.09335655136990595,0.4402730375426621,0.34475071575415894,0.0,293
1,Generic LLM,Few-shot,GPT-4o-mini,quitting,293,0.2764505119453925,0.2083645144473747,0.025585517749854958,0.11304036384867122,0.5187713310580204,0.35818245792190556,-0.9999999999999999,293
1,Generic LLM,Zero-shot,GPT-5,content,293,0.4061433447098976,0.20154936185234176,0.07089225834669777,0.12894260031312121,0.726962457337884,0.34545937683344247,-0.3333333333333333,293
