Model,Model_ID,Method,Category,Domain,Accuracy,Directional Accuracy,Directional Macro-F1,Kappa,QWK,F1,Kendall_Tau,Spearman_Rho,N,Split,Source_File,Feature_Set,Classifier
Gemini-2.5-Pro,gemini-2.5-pro,PP,Personalized Prompt,Content,0.42810457516339867,0.6862745098039216,0.47016440057793085,0.16767695607572508,0.28891961862776694,0.28869705045013117,0.2704475483600798,,306,digital_twin_7030,results_manuscript_gemini-2.5-pro/digital_twin_4_cbtact_7030.json,,
Gemini-2.5-Pro,gemini-2.5-pro,PP,Personalized Prompt,Coping,0.43322475570032576,0.6351791530944625,0.50721239933594,0.23407367047589012,0.4152161685852488,0.39130159894162875,0.350023414316694,0.0,307,digital_twin_7030,results_manuscript_gemini-2.5-pro/digital_twin_4_cbtact_7030.json,,
Gemini-2.5-Pro,gemini-2.5-pro,PP,Personalized Prompt,Quitting,0.4495114006514658,0.6579804560260586,0.5193024711982731,0.25599770559977053,0.4869389141997268,0.4039917836704445,0.40392228907147004,,307,digital_twin_7030,results_manuscript_gemini-2.5-pro/digital_twin_4_cbtact_7030.json,,
Gemini-2.5-Pro,gemini-2.5-pro,Hybrid RF+PP,Hybrid,Content,0.41830065359477125,0.7124183006535948,0.4873661250398255,0.14819216814712866,0.2874824191279888,0.29016897801895053,0.2767550952313817,,306,digital_twin_7030,results_manuscript_hybrid_gemini-2.5-pro/evaluation_results_gemini-2.5-pro_text-only_hybrid-rf-digital-twin.json,,
Gemini-2.5-Pro,gemini-2.5-pro,Hybrid RF+PP,Hybrid,Coping,0.40390879478827363,0.6449511400651465,0.5079989054105448,0.19334644708314785,0.4105059539654653,0.36068130914038427,0.354731730341226,0.9999999999999999,307,digital_twin_7030,results_manuscript_hybrid_gemini-2.5-pro/evaluation_results_gemini-2.5-pro_text-only_hybrid-rf-digital-twin.json,,
Gemini-2.5-Pro,gemini-2.5-pro,Hybrid RF+PP,Hybrid,Quitting,0.4364820846905538,0.6677524429967426,0.4870520906146834,0.2276785714285714,0.4750620138236641,0.3728520837367144,0.4224339228767946,0.9999999999999999,307,digital_twin_7030,results_manuscript_hybrid_gemini-2.5-pro/evaluation_results_gemini-2.5-pro_text-only_hybrid-rf-digital-twin.json,,
Logistic Regression,logistic_regression,Supervised — Demographics,Supervised Baseline,Content,0.4215686274509804,0.6895424836601307,0.3855226313292687,0.1319357630541398,0.2323454937634812,0.2414349574835508,0.2336603093353012,,306,digital_twin_7030,revision/figures/history_supervised_baselines.csv,Demographics,LR
Logistic Regression,logistic_regression,Supervised — Demographics,Supervised Baseline,Coping,0.3550488599348534,0.6286644951140065,0.3382849300841957,0.0743859542263708,0.1079008120292197,0.2344681210279415,0.098090102836767,,307,digital_twin_7030,revision/figures/history_supervised_baselines.csv,Demographics,LR
Logistic Regression,logistic_regression,Supervised — Demographics,Supervised Baseline,Quitting,0.3680781758957654,0.6677524429967426,0.4083998256386156,0.0839626559207591,0.1453847726593586,0.2504319644503621,0.1659760118778359,,307,digital_twin_7030,revision/figures/history_supervised_baselines.csv,Demographics,LR
Random Forest,random_forest,Supervised — Demographics,Supervised Baseline,Content,0.4836601307189542,0.7091503267973857,0.482382808508683,0.2495110366024029,0.3478666252275452,0.3302832463381828,0.3609465568255841,,306,digital_twin_7030,revision/figures/history_supervised_baselines.csv,Demographics,RF
Random Forest,random_forest,Supervised — Demographics,Supervised Baseline,Coping,0.4592833876221498,0.6547231270358306,0.5255308692189061,0.2620512894771138,0.3568046310163451,0.3885840113045996,0.3440875060295713,,307,digital_twin_7030,revision/figures/history_supervised_baselines.csv,Demographics,RF
Random Forest,random_forest,Supervised — Demographics,Supervised Baseline,Quitting,0.4690553745928338,0.6905537459283387,0.548846516007533,0.2750622935620327,0.4657733396967584,0.3865072904530621,0.4304988951304382,,307,digital_twin_7030,revision/figures/history_supervised_baselines.csv,Demographics,RF
Logistic Regression,logistic_regression,Supervised — Demographics + History + Message Embedding,Supervised Baseline,Content,0.4836601307189542,0.7254901960784313,0.4307620784608232,0.2259861680327868,0.3249009883326791,0.2886488652113652,0.36360730929409,,306,digital_twin_7030,revision/figures/history_supervised_baselines.csv,Demographics + History + Message Embedding,LR
Logistic Regression,logistic_regression,Supervised — Demographics + History + Message Embedding,Supervised Baseline,Coping,0.4332247557003257,0.6579804560260586,0.4572100166317935,0.2060108802283063,0.3332898694735328,0.3366827196036808,0.3417982696507854,-1.0,307,digital_twin_7030,revision/figures/history_supervised_baselines.csv,Demographics + History + Message Embedding,LR
Logistic Regression,logistic_regression,Supervised — Demographics + History + Message Embedding,Supervised Baseline,Quitting,0.501628664495114,0.749185667752443,0.5899035793990358,0.2991913344473621,0.4798444411594137,0.3743044434313561,0.4912499467769077,,307,digital_twin_7030,revision/figures/history_supervised_baselines.csv,Demographics + History + Message Embedding,LR
Random Forest,random_forest,Supervised — Demographics + History + Message Embedding,Supervised Baseline,Content,0.3627450980392157,0.6470588235294118,0.3306501959221624,0.0437193499791659,0.041619212676405,0.2090354860094812,0.0739471104472843,,306,digital_twin_7030,revision/figures/history_supervised_baselines.csv,Demographics + History + Message Embedding,RF
Random Forest,random_forest,Supervised — Demographics + History + Message Embedding,Supervised Baseline,Coping,0.3550488599348534,0.5863192182410424,0.3399705227940036,0.0860485047136477,0.0653529509657082,0.2243249653197297,0.096904651128882,0.0,307,digital_twin_7030,revision/figures/history_supervised_baselines.csv,Demographics + History + Message Embedding,RF
Random Forest,random_forest,Supervised — Demographics + History + Message Embedding,Supervised Baseline,Quitting,0.3485342019543974,0.6384364820846905,0.3409978388851628,0.0511659532382439,0.0732604449405138,0.2118784515319607,0.0632757886301059,-1.0,307,digital_twin_7030,revision/figures/history_supervised_baselines.csv,Demographics + History + Message Embedding,RF
