model,model_color,reference_key,reference,comparison_key,comparison,domain,metric,difference,ci_low,ci_high,verdict,bootstrap_replicates,resampling_unit,n_participants,n_test_messages,seed,baseline_key,baseline
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,macro_f1,-0.051671310958010974,-0.08476456263938771,-0.016363962603091347,reference better,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,qwk,-0.06817843678281488,-0.11581820449369834,-0.023480986284390205,reference better,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,directional_accuracy,-0.03674832962138086,-0.06384158135585233,-0.012235817575083408,reference better,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,directional_macro_f1,-0.04154242975252642,-0.08107282246047957,-0.005411476661009065,reference better,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,accuracy,-0.007795100222717177,-0.03222222222222221,0.01785714285714285,comparable,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,macro_f1,0.017474838204237286,-0.020165741272347652,0.060173982258483465,comparable,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,qwk,-0.011657515750551628,-0.05915431920376864,0.03653382414726489,comparable,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,directional_accuracy,-0.013363028953229494,-0.0312151616499442,0.0044544671299779565,comparable,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,directional_macro_f1,-0.01210302319304829,-0.05241225708738431,0.029973401366890022,comparable,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,accuracy,-0.024498886414253906,-0.049947283885535626,0.003340850347483495,comparable,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,macro_f1,-0.013091712647564868,-0.04302078957945951,0.017096903754028406,comparable,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,qwk,-0.040319514687365166,-0.08991366413760254,0.004254803205544681,comparable,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,directional_accuracy,-0.03229398663697103,-0.05561735261401557,-0.007795100222717122,reference better,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,directional_macro_f1,-0.007598987158937642,-0.040399154373615104,0.026699282701937166,comparable,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,accuracy,-0.02004454342984413,-0.04810248269420529,0.006738068605518115,comparable,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,macro_f1,-0.02101703347438727,-0.05180584852092283,0.012074070070851744,comparable,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,qwk,-0.04640730077022637,-0.09089197409275768,-0.0071181475381765875,reference better,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,directional_accuracy,-0.026726057906458767,-0.05147189178317902,-0.0033332408435071824,reference better,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,directional_macro_f1,-0.01698109803847625,-0.05324085309308782,0.01860662694858238,comparable,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,accuracy,-0.14587973273942095,-0.1900052836484984,-0.10121796446662283,reference better,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,macro_f1,-0.15909650796217234,-0.1930284517764886,-0.11955933639135223,reference better,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,qwk,-0.34934101285229036,-0.4404644309389697,-0.2550846189574122,reference better,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,directional_accuracy,-0.07238307349665929,-0.10256696428571425,-0.041293491947364175,reference better,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,directional_macro_f1,-0.17578342730227808,-0.23165656937299794,-0.1128178349674995,reference better,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,accuracy,-0.13697104677060135,-0.18313494265630775,-0.0921073729375803,reference better,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,macro_f1,-0.18364206419409645,-0.22996531978147897,-0.13514281517352927,reference better,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,qwk,-0.41995835924726543,-0.5096899530192565,-0.32939729477207036,reference better,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,directional_accuracy,-0.13474387527839637,-0.17333333333333328,-0.09788382153009514,reference better,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,directional_macro_f1,-0.13342513738885842,-0.18301949289211047,-0.08240169766559965,reference better,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,accuracy,-0.17817371937639198,-0.22768105158730162,-0.1325130186720707,reference better,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,macro_f1,-0.24524684343222972,-0.2928635146462279,-0.1987414530111327,reference better,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,qwk,-0.49954487625052046,-0.5787537354065468,-0.41790566075224544,reference better,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,directional_accuracy,-0.15701559020044542,-0.19419642857142855,-0.12124246075886788,reference better,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
DeepSeek-R1,#029E73,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,directional_macro_f1,-0.2207523957869753,-0.2735616161265902,-0.16925294261943552,reference better,2000,participant,301,898,20262937,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,accuracy,-0.0022271714922049157,-0.024553571428571397,0.020045102084900648,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,macro_f1,-0.009971502069844651,-0.04294848386823908,0.016752266772666488,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,qwk,-0.008241568941868005,-0.039349623416174,0.020769177857905354,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,directional_accuracy,0.010022271714922093,-0.007795100222717122,0.027839643652561197,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,directional_macro_f1,-0.0009521670429719631,-0.024296682727243883,0.020699126601439088,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,accuracy,-0.01670378619153673,-0.04545580667944709,0.011199071174796318,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,macro_f1,-0.009838365065327204,-0.038970681767609046,0.01743828014265337,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,qwk,-0.00422623293715696,-0.039067214446921045,0.02921698960881845,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,directional_accuracy,-0.0044543429844098315,-0.027871457686335456,0.018952062430323217,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,directional_macro_f1,-0.0007677000441519422,-0.02998665523062565,0.02948390019424136,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,accuracy,-0.015590200445434299,-0.04013377926421402,0.007804008152173871,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,macro_f1,-0.009901792063469972,-0.03764024728510349,0.0160702173687374,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,qwk,-0.00976538299449603,-0.04515657219136318,0.024617235371195357,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,directional_accuracy,-0.013363028953229383,-0.03555555555555545,0.008879269946972489,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,directional_macro_f1,-0.016770079951050954,-0.045627291335973,0.011371393984019285,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,accuracy,-0.013363028953229439,-0.037949615561510136,0.012236158215884549,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,macro_f1,-0.02968070594077088,-0.06955413103043247,0.007551270816068051,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,qwk,-0.03134811573985208,-0.06516693124016727,0.0021711029482813296,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,directional_accuracy,-0.016703786191536674,-0.03888997033741202,0.0044396349734863,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,directional_macro_f1,0.0015747921384351438,-0.030872331135082056,0.033283061684059874,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,accuracy,-0.02115812917594656,-0.048835984708348754,0.006681700694966881,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,macro_f1,-0.011114439703641843,-0.03733471502927412,0.014284832372681662,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,qwk,-0.025836855575077866,-0.062113537173033154,0.010766365469187878,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,directional_accuracy,-0.0033407572383072903,-0.027808676307007785,0.022197558268590382,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,directional_macro_f1,0.01465231214498841,-0.017635791344325247,0.047342642079027115,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,accuracy,0.0022271714922049157,-0.02115812917594656,0.024685974090682506,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,macro_f1,0.01604215175912399,-0.010824903436639714,0.04067684188698938,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,qwk,-0.016055459930503058,-0.04847949033169532,0.01724241239635892,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,directional_accuracy,0.007795100222717122,-0.013348536235510407,0.027747718584289153,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,directional_macro_f1,0.02631242612394835,-0.0019303155006318794,0.053090251179827117,comparable,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,accuracy,-0.16592427616926508,-0.21310247872734,-0.11927987619093684,reference better,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,macro_f1,-0.21278861656117837,-0.2648535560541813,-0.1623514052207502,reference better,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,qwk,-0.4098842150165223,-0.4965871624869695,-0.3192838765708806,reference better,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,directional_accuracy,-0.09354120267260568,-0.12875299846049196,-0.05573980826958459,reference better,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,directional_macro_f1,-0.21353116213909357,-0.2687453426268708,-0.15427569109635092,reference better,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,accuracy,-0.19710467706013363,-0.24498886414253898,-0.15290178571428573,reference better,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,macro_f1,-0.240984909824221,-0.28465550792083716,-0.19338473317419538,reference better,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,qwk,-0.5259381436797805,-0.6083330814965792,-0.43834099021154443,reference better,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,directional_accuracy,-0.25389755011135856,-0.2991154978052674,-0.20935412026726063,reference better,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,directional_macro_f1,-0.22137915182790963,-0.2665749653538502,-0.1716220882212489,reference better,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,accuracy,-0.22271714922048996,-0.27030033370411566,-0.17333333333333334,reference better,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,macro_f1,-0.265440212653563,-0.3095769297970188,-0.21911639412500733,reference better,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,qwk,-0.5312401710330213,-0.6085029018117805,-0.45087301255295437,reference better,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,directional_accuracy,-0.2828507795100223,-0.32924141282973146,-0.2366666666666667,reference better,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,directional_macro_f1,-0.24675345365596385,-0.2973169785049434,-0.19522085114468438,reference better,2000,participant,301,898,20263946,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,accuracy,0.015590200445434299,-0.01122313112828775,0.04429801622087495,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,macro_f1,0.011679967843988504,-0.015467907544617396,0.039766997935328445,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,qwk,-0.0009726110050044534,-0.0401343531451657,0.04337621601921518,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,directional_accuracy,-0.0055679287305122616,-0.02787145768633535,0.017778272154245458,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,directional_macro_f1,-0.00033642157818802865,-0.0352579253162687,0.03886390036733793,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,accuracy,0.011135857461024523,-0.014566309618693672,0.03790730473689327,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,macro_f1,0.013106584529137322,-0.01564168593212322,0.044605876196254175,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,qwk,-0.008090624282814818,-0.04896443791751001,0.03293667072860531,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,directional_accuracy,0.00222717149220486,-0.02219755826859038,0.026696329254727424,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,directional_macro_f1,0.014305794188910814,-0.01932107101382072,0.051182924446922295,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,accuracy,-0.020044543429844075,-0.045457070707070724,0.004439634973486246,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,macro_f1,-0.021905986182136072,-0.049514664222041,0.006868623294266027,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,qwk,-0.023093603423895326,-0.06572154070371669,0.01793776625454368,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,directional_accuracy,-0.011135857461024412,-0.03436807095343675,0.011185682326621982,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,directional_macro_f1,-0.016897473433878818,-0.04954042931068813,0.01890140621755534,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,accuracy,0.008908685968819607,-0.01895206243032327,0.038175453724234115,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,macro_f1,0.04231923221122391,0.0053632736843412495,0.0823331425050456,comparison better,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,qwk,-0.008188714886144699,-0.06695606404062115,0.04978574120226866,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,directional_accuracy,-0.03674832962138086,-0.0625,-0.008908685968819552,reference better,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,directional_macro_f1,0.014992417085354037,-0.027632312161926183,0.060202420504472755,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,accuracy,-0.02227171492204899,-0.05147334079045488,0.006659452460229394,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,macro_f1,-0.013348655770608897,-0.04360544965364496,0.01873721337079318,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,qwk,-0.019994634752997897,-0.06854302056629082,0.030744948969059334,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,directional_accuracy,-0.03563474387527843,-0.06458797327394206,-0.007786213076257579,reference better,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,directional_macro_f1,-0.0002417584602803502,-0.038645437768323,0.0385830955569034,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
