model,model_color,condition_key,condition,domain,metric,estimate,ci_low,ci_high,bootstrap_replicates,resampling_unit,n_participants,n_test_messages,seed
DeepSeek-R1,#029E73,history_ratings_only,History + ratings only,Quitting,accuracy,0.42316258351893093,0.38666480446927376,0.46060996319358094,2000,participant,301,898,20262937
DeepSeek-R1,#029E73,history_ratings_only,History + ratings only,Quitting,macro_f1,0.36429629364319405,0.32214628592828426,0.40621953121346444,2000,participant,301,898,20262937
DeepSeek-R1,#029E73,history_ratings_only,History + ratings only,Quitting,qwk,0.4663243886671069,0.3984235008004244,0.530288393302848,2000,participant,301,898,20262937
DeepSeek-R1,#029E73,history_ratings_only,History + ratings only,Quitting,directional_accuracy,0.6547884187082406,0.6159822419533851,0.693086681547619,2000,participant,301,898,20262937
DeepSeek-R1,#029E73,history_ratings_only,History + ratings only,Quitting,directional_macro_f1,0.5155466566616392,0.47289512221141267,0.5579685865269256,2000,participant,301,898,20262937
DeepSeek-R1,#029E73,history_text_only,History text only,Content,accuracy,0.3307349665924276,0.29575384424603174,0.36777777777777776,2000,participant,301,898,20262937
DeepSeek-R1,#029E73,history_text_only,History text only,Content,macro_f1,0.16022814578430933,0.1424725964408228,0.17889575001000863,2000,participant,301,898,20262937
DeepSeek-R1,#029E73,history_text_only,History text only,Content,qwk,0.0026163725391123993,-0.053275595279293105,0.060330616253873946,2000,participant,301,898,20262937
DeepSeek-R1,#029E73,history_text_only,History text only,Content,directional_accuracy,0.6314031180400891,0.5895389685666278,0.6726148950454724,2000,participant,301,898,20262937
DeepSeek-R1,#029E73,history_text_only,History text only,Content,directional_macro_f1,0.2973113969182121,0.27753938761906854,0.319548244140689,2000,participant,301,898,20262937
DeepSeek-R1,#029E73,history_text_only,History text only,Coping,accuracy,0.28507795100222716,0.2538904895565724,0.31626716622843276,2000,participant,301,898,20262937
DeepSeek-R1,#029E73,history_text_only,History text only,Coping,macro_f1,0.16672060229975005,0.14466244307820367,0.18924416791799611,2000,participant,301,898,20262937
DeepSeek-R1,#029E73,history_text_only,History text only,Coping,qwk,0.01520957231270248,-0.04310038351047832,0.07330497575586782,2000,participant,301,898,20262937
DeepSeek-R1,#029E73,history_text_only,History text only,Coping,directional_accuracy,0.5111358574610245,0.47613762486126526,0.546167560479987,2000,participant,301,898,20262937
DeepSeek-R1,#029E73,history_text_only,History text only,Coping,directional_macro_f1,0.35212400746835887,0.32229436423230523,0.38093739873070476,2000,participant,301,898,20262937
DeepSeek-R1,#029E73,history_text_only,History text only,Quitting,accuracy,0.2650334075723831,0.23299698135254882,0.29778311011904757,2000,participant,301,898,20262937
DeepSeek-R1,#029E73,history_text_only,History text only,Quitting,macro_f1,0.1400664836853516,0.11936029849870182,0.16140481639206666,2000,participant,301,898,20262937
DeepSeek-R1,#029E73,history_text_only,History text only,Quitting,qwk,0.013186813186812807,-0.036825998571751756,0.06511192695522376,2000,participant,301,898,20262937
DeepSeek-R1,#029E73,history_text_only,History text only,Quitting,directional_accuracy,0.5244988864142539,0.48329621380846327,0.5632714632325495,2000,participant,301,898,20262937
DeepSeek-R1,#029E73,history_text_only,History text only,Quitting,directional_macro_f1,0.3117753589131402,0.28403716816374264,0.3403765635116881,2000,participant,301,898,20262937
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,Content,accuracy,0.4922048997772829,0.45272525027808674,0.5321543563178089,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,Content,macro_f1,0.3718127815766571,0.32526800027802955,0.4196319810382426,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,Content,qwk,0.43189518799331983,0.3515668910577412,0.5017743854064155,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,Content,directional_accuracy,0.7093541202672605,0.6714922048997772,0.7452995224252491,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,Content,directional_macro_f1,0.5248088910108485,0.4722822596249697,0.5735887326761435,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,Coping,accuracy,0.4287305122494432,0.3897550111358575,0.46667781493868443,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,Coping,macro_f1,0.3863474065493991,0.341877191114961,0.42848265359107485,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,Coping,qwk,0.5100064918781624,0.4370663229121241,0.5785064813034051,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,Coping,directional_accuracy,0.6447661469933185,0.6055504459308807,0.6837988826815642,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,Coping,directional_macro_f1,0.5365271280571654,0.4915926526132337,0.5762065187102065,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,Quitting,accuracy,0.44766146993318484,0.4118238084478786,0.4855241895570403,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,Quitting,macro_f1,0.4104036263127665,0.3693208124857061,0.4502838455144602,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,Quitting,qwk,0.5478547910782927,0.47970783589897614,0.6095723486968138,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,Quitting,directional_accuracy,0.6737193763919822,0.6355529542920847,0.7133333333333334,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,Quitting,directional_macro_f1,0.568381488216064,0.5254597782788267,0.6090997957074388,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,accuracy,0.48997772828507796,0.4515023075054651,0.5279149434125656,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,macro_f1,0.36184127950681244,0.31613005527850785,0.4098022586851355,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,qwk,0.4236536190514518,0.3441017370177363,0.4910211422992736,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,directional_accuracy,0.7193763919821826,0.6822222222222222,0.754178130021011,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,directional_macro_f1,0.5238567239678765,0.46946515103828496,0.5734627469221745,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,accuracy,0.41202672605790647,0.3745819397993311,0.4495033511430022,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,macro_f1,0.3765090414840719,0.3309949350546927,0.4201076270101309,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,qwk,0.5057802589410054,0.43363944942462757,0.570661039474603,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,directional_accuracy,0.6403118040089086,0.60021714922049,0.6796875,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,directional_macro_f1,0.5357594280130135,0.49250821438473824,0.577033493635549,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,accuracy,0.43207126948775054,0.3962258886455526,0.4693422519509476,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,macro_f1,0.40050183424929653,0.3554035180514879,0.4418362658637829,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,qwk,0.5380894080837967,0.47080221673778355,0.6015528038561907,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,directional_accuracy,0.6603563474387528,0.6224907304873649,0.6993345858580832,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,directional_macro_f1,0.5516114082650131,0.5094281980042121,0.5920787406529157,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_ratings_only,History + ratings only,Content,accuracy,0.47884187082405344,0.4393737064470246,0.5172807869808113,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_ratings_only,History + ratings only,Content,macro_f1,0.3421320756358862,0.3064105173742184,0.3775912285549384,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_ratings_only,History + ratings only,Content,qwk,0.40054707225346775,0.3167055140803183,0.4746216785338423,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_ratings_only,History + ratings only,Content,directional_accuracy,0.6926503340757239,0.6540600667408232,0.7290969899665551,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_ratings_only,History + ratings only,Content,directional_macro_f1,0.5263836831492836,0.46692956428817195,0.5791145587175627,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_ratings_only,History + ratings only,Coping,accuracy,0.40757238307349664,0.37094972067039106,0.4454373298688444,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_ratings_only,History + ratings only,Coping,macro_f1,0.37523296684575724,0.33200527606259417,0.41549516749825416,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_ratings_only,History + ratings only,Coping,qwk,0.4841696363030845,0.41120416119256076,0.552490301058229,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_ratings_only,History + ratings only,Coping,directional_accuracy,0.6414253897550112,0.6028863924523363,0.6800445930880713,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_ratings_only,History + ratings only,Coping,directional_macro_f1,0.5511794402021538,0.5090464460200324,0.5923415221131243,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_ratings_only,History + ratings only,Quitting,accuracy,0.44988864142538976,0.41221901829040686,0.48720871877619604,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_ratings_only,History + ratings only,Quitting,macro_f1,0.4264457780718905,0.3813520355260758,0.46813967540913565,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_ratings_only,History + ratings only,Quitting,qwk,0.5317993311477897,0.46346760897363964,0.5969293100680084,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_ratings_only,History + ratings only,Quitting,directional_accuracy,0.6815144766146993,0.6444425863991082,0.7192096925204149,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_ratings_only,History + ratings only,Quitting,directional_macro_f1,0.5946939143400124,0.5542454651284758,0.633180022759162,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_text_only,History text only,Content,accuracy,0.3262806236080178,0.2939833397618544,0.3604004449388209,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_text_only,History text only,Content,macro_f1,0.15902416501547872,0.13907964868604675,0.18105045995405955,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_text_only,History text only,Content,qwk,0.02201097297679755,-0.027050545226223282,0.06983155659984666,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_text_only,History text only,Content,directional_accuracy,0.6158129175946548,0.5760541695938776,0.6544520484171322,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_text_only,History text only,Content,directional_macro_f1,0.3112777288717549,0.2857059645873801,0.33905371099903187,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_text_only,History text only,Coping,accuracy,0.23162583518930957,0.2026726057906459,0.2611111111111111,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_text_only,History text only,Coping,macro_f1,0.1453624967251781,0.12796483393115343,0.16359319398193792,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_text_only,History text only,Coping,qwk,-0.015931651801618152,-0.070016293045869,0.040724785855044326,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_text_only,History text only,Coping,directional_accuracy,0.3908685968819599,0.3594602988521836,0.42316685226429096,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_text_only,History text only,Coping,directional_macro_f1,0.3151479762292558,0.2866613798938771,0.3438653509926442,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_text_only,History text only,Quitting,accuracy,0.22494432071269488,0.19598564106121377,0.254734566494323,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_text_only,History text only,Quitting,macro_f1,0.1449634136592035,0.1260959657261513,0.16386070521171198,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_text_only,History text only,Quitting,qwk,0.016614620045271367,-0.03511021785921314,0.06712220943103982,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_text_only,History text only,Quitting,directional_accuracy,0.3908685968819599,0.3586571026862923,0.4228666746769462,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,history_text_only,History text only,Quitting,directional_macro_f1,0.3216280345601002,0.2915911101277034,0.35062359601710713,2000,participant,301,898,20263946
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,Content,accuracy,0.44097995545657015,0.40200445434298443,0.4794794635507688,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,Content,macro_f1,0.3101838360017072,0.26557060649002856,0.3547415686481912,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,Content,qwk,0.3380394611548013,0.2646513512898323,0.40921012092075465,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,Content,directional_accuracy,0.6848552338530067,0.6461989468546853,0.7219209615622296,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,Content,directional_macro_f1,0.4624884679009989,0.4099401464586762,0.5131073621468788,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,Coping,accuracy,0.4042316258351893,0.3688888888888889,0.44001223581757504,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,Coping,macro_f1,0.3579493587387798,0.3147018508837756,0.397851373144622,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,Coping,qwk,0.42907266523923093,0.3516565244299607,0.5022501348854077,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,Coping,directional_accuracy,0.6291759465478842,0.5911047937569677,0.6666666666666666,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,Coping,directional_macro_f1,0.4847784548953383,0.44040105962936155,0.5262767795691142,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,Quitting,accuracy,0.4354120267260579,0.3984372807940516,0.4744458610495196,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,Quitting,macro_f1,0.3891639531239623,0.3456112456288241,0.43060004015530307,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,Quitting,qwk,0.4787317603091812,0.4080447969070636,0.5470406900764944,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,Quitting,directional_accuracy,0.6648106904231625,0.628755380374329,0.7007786429365962,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,Quitting,directional_macro_f1,0.5294092065747287,0.48721381970115485,0.5715528764542434,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,accuracy,0.45657015590200445,0.4188752796420581,0.49384167206602575,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,macro_f1,0.3218638038456957,0.28240088064404634,0.36127336739750976,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,qwk,0.33706685014979687,0.26144640858427814,0.4126699557237839,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,directional_accuracy,0.6792873051224945,0.6415094339622641,0.7155555555555555,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,directional_macro_f1,0.46215204632281087,0.41410021116431245,0.5122247272276557,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,accuracy,0.4153674832962138,0.37888594040968343,0.4532293986636971,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,macro_f1,0.37105594326791713,0.32760033110226844,0.41195462478241024,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,qwk,0.4209820409564161,0.3454712275200932,0.4948008412512197,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,directional_accuracy,0.6314031180400891,0.5955496098104793,0.6666759465478841,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,directional_macro_f1,0.4990842490842491,0.4598176986634281,0.5389085954182632,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,accuracy,0.4153674832962138,0.3811044914625093,0.45363644272655523,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,macro_f1,0.3672579669418262,0.32581400896634366,0.4083958176117618,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,qwk,0.45563815688528586,0.384350357717656,0.5258062308979157,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,directional_accuracy,0.6536748329621381,0.6163288254660286,0.6907761092571993,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,directional_macro_f1,0.5125117331408499,0.471781660385171,0.5546467459635155,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_ratings_only,History + ratings only,Content,accuracy,0.44988864142538976,0.41183035714285715,0.48775123731749565,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_ratings_only,History + ratings only,Content,macro_f1,0.3525030682129311,0.3049327518881361,0.39904650231029476,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_ratings_only,History + ratings only,Content,qwk,0.3298507462686566,0.25065802296280165,0.40812174422602,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_ratings_only,History + ratings only,Content,directional_accuracy,0.6481069042316259,0.6113523880227667,0.6837416481069042,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_ratings_only,History + ratings only,Content,directional_macro_f1,0.47748088498635294,0.4298789933987217,0.5218726636088024,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_ratings_only,History + ratings only,Coping,accuracy,0.3819599109131403,0.34675391498881436,0.4188960423634336,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_ratings_only,History + ratings only,Coping,macro_f1,0.3446007029681709,0.30523727364120334,0.3812265915906761,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_ratings_only,History + ratings only,Coping,qwk,0.40907803048623304,0.32875627699903653,0.48251132338979114,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_ratings_only,History + ratings only,Coping,directional_accuracy,0.5935412026726058,0.5558004643254851,0.6316993459995233,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_ratings_only,History + ratings only,Coping,directional_macro_f1,0.4845366964350579,0.4440947274946394,0.5259674046592331,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_ratings_only,History + ratings only,Quitting,accuracy,0.43207126948775054,0.39599555061179087,0.4700114269788182,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_ratings_only,History + ratings only,Quitting,macro_f1,0.389550966256034,0.349582971555429,0.4290949043309943,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_ratings_only,History + ratings only,Quitting,qwk,0.4785550155361302,0.40901075190963787,0.5398797231850192,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_ratings_only,History + ratings only,Quitting,directional_accuracy,0.6503340757238307,0.6152125279642058,0.6863197761898141,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_ratings_only,History + ratings only,Quitting,directional_macro_f1,0.5407723956317229,0.5028813838026641,0.5785596920431265,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_text_only,History text only,Content,accuracy,0.3207126948775056,0.28777396878483835,0.35372636262513907,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_text_only,History text only,Content,macro_f1,0.18215145469637256,0.16034786778928167,0.20354212432554172,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_text_only,History text only,Content,qwk,0.0299561224007292,-0.0312437003114866,0.09097582607776311,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_text_only,History text only,Content,directional_accuracy,0.6180400890868597,0.5790558224978889,0.6544444444444445,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_text_only,History text only,Content,directional_macro_f1,0.3176363798722817,0.29325411260004125,0.34312151639237437,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_text_only,History text only,Coping,accuracy,0.26169265033407574,0.2310224812212621,0.2958894426457702,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_text_only,History text only,Coping,macro_f1,0.15236485543654818,0.133796569733244,0.1718476786114651,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_text_only,History text only,Coping,qwk,-0.007271754409433395,-0.06564559189431465,0.05375374957604747,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_text_only,History text only,Coping,directional_accuracy,0.46770601336302897,0.43366407578333743,0.5033407572383074,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_text_only,History text only,Coping,directional_macro_f1,0.3391966147532563,0.3085327426010605,0.37097449094498963,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_text_only,History text only,Quitting,accuracy,0.24276169265033407,0.21110677083333335,0.2747524872452943,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_text_only,History text only,Quitting,macro_f1,0.12652563351253307,0.10913957473026646,0.14508346090901228,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_text_only,History text only,Quitting,qwk,0.020782421240087,-0.034180123838905195,0.07948906103885882,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_text_only,History text only,Quitting,directional_accuracy,0.5044543429844098,0.46444246473645134,0.543022272045981,2000,participant,301,898,20264955
Gemini-2.5-Pro,#CA9161,history_text_only,History text only,Quitting,directional_macro_f1,0.3181441869677164,0.2884231117997643,0.3495183810542354,2000,participant,301,898,20264955
